Grid Size ,64
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,44,56,1.1463661194,1.1463661194,0,14.3295841217,28.085975647,0
0,1,43,56,1.146367073,1.1463661194,0,13.1832175255,28.085975647,0
0,0,44,55,1.1463661194,1.1463661194,0,14.3295841217,26.9396095276,0
0,1,43,56,1.146367073,1.1463661194,0,13.1832175255,28.085975647,0
0,1,43,55,1.146367073,1.1463661194,0,13.1832175255,26.9396095276,0
0,1,43,54,1.146367073,1.1463661194,0,13.1832175255,25.7932434082,0
0,1,44,54,1.1463661194,1.1463661194,0,14.3295841217,25.7932434082,0
0,1,45,54,1.1463661194,1.1463661194,0,15.4759502411,25.7932434082,0
0,1,45,55,1.1463661194,1.1463661194,0,15.4759502411,26.9396095276,0
0,1,45,56,1.1463661194,1.1463661194,0,15.4759502411,28.085975647,0
0,1,44,56,1.1463661194,1.1463661194,0,14.3295841217,28.085975647,0
0,0,45,55,1.1463661194,1.1463661194,0,15.4759502411,26.9396095276,0
0,1,44,56,1.1463661194,1.1463661194,0,14.3295841217,28.085975647,0
0,1,44,55,1.1463661194,1.1463661194,0,14.3295841217,26.9396095276,0
0,1,44,54,1.1463661194,1.1463661194,0,14.3295841217,25.7932434082,0
0,1,45,54,1.1463661194,1.1463661194,0,15.4759502411,25.7932434082,0
0,1,46,54,1.1463661194,1.1463661194,0,16.6223163605,25.7932434082,0
0,1,46,55,1.1463661194,1.1463661194,0,16.6223163605,26.9396095276,0
0,1,46,56,1.1463661194,1.1463661194,0,16.6223163605,28.085975647,0
0,1,45,56,1.1463661194,1.1463661194,0,15.4759502411,28.085975647,0
0,0,46,55,1.1463661194,1.1463661194,0,16.6223163605,26.9396095276,0
0,1,45,56,1.1463661194,1.1463661194,0,15.4759502411,28.085975647,0
0,1,45,55,1.1463661194,1.1463661194,0,15.4759502411,26.9396095276,0
0,1,45,54,1.1463661194,1.1463661194,0,15.4759502411,25.7932434082,0
0,1,46,54,1.1463661194,1.1463661194,0,16.6223163605,25.7932434082,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,56,1.1463661194,1.1463661194,0,16.6223163605,28.085975647,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,50,55,1.1463661194,1.1463661194,0,21.2077827454,26.9396095276,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,50,54,1.1463661194,1.1463661194,0,21.2077827454,25.7932434082,0
0,1,51,54,1.1463661193,1.1463661194,0,22.3541488648,25.7932434082,0
0,1,51,55,1.1463661193,1.1463661194,0,22.3541488648,26.9396095276,0
0,1,51,56,1.1463661193,1.1463661194,0,22.3541488648,28.085975647,0
0,1,50,56,1.1463661194,1.1463661194,0,21.2077827454,28.085975647,0
0,0,51,55,1.1463661193,1.1463661194,0,22.3541488648,26.9396095276,0
0,1,50,56,1.1463661194,1.1463661194,0,21.2077827454,28.085975647,0
0,1,50,55,1.1463661194,1.1463661194,0,21.2077827454,26.9396095276,0
0,1,50,54,1.1463661194,1.1463661194,0,21.2077827454,25.7932434082,0
0,1,51,54,1.1463661193,1.1463661194,0,22.3541488648,25.7932434082,0
0,1,52,54,1.1463661194,1.1463661194,0,23.5005149841,25.7932434082,0
0,1,52,55,1.1463661194,1.1463661194,0,23.5005149841,26.9396095276,0
0,1,52,56,1.1463661194,1.1463661194,0,23.5005149841,28.085975647,0
0,1,51,56,1.1463661193,1.1463661194,0,22.3541488648,28.085975647,0
0,0,52,55,1.1463661194,1.1463661194,0,23.5005149841,26.9396095276,0
0,1,51,56,1.1463661193,1.1463661194,0,22.3541488648,28.085975647,0
0,1,51,55,1.1463661193,1.1463661194,0,22.3541488648,26.9396095276,0
0,1,51,54,1.1463661193,1.1463661194,0,22.3541488648,25.7932434082,0
0,1,52,54,1.1463661194,1.1463661194,0,23.5005149841,25.7932434082,0
0,1,53,54,1.1463661194,1.1463661194,0,24.6468811035,25.7932434082,0
0,1,53,55,1.1463661194,1.1463661194,0,24.6468811035,26.9396095276,0
0,1,53,56,1.1463661194,1.1463661194,0,24.6468811035,28.085975647,0
0,1,52,56,1.1463661194,1.1463661194,0,23.5005149841,28.085975647,0
0,0,53,55,1.1463661194,1.1463661194,0,24.6468811035,26.9396095276,0
0,1,52,56,1.1463661194,1.1463661194,0,23.5005149841,28.085975647,0
0,1,52,55,1.1463661194,1.1463661194,0,23.5005149841,26.9396095276,0
0,1,52,54,1.1463661194,1.1463661194,0,23.5005149841,25.7932434082,0
0,1,53,54,1.1463661194,1.1463661194,0,24.6468811035,25.7932434082,0
0,1,54,54,1.146364212,1.1463661194,0,25.7932462692,25.7932434082,0
0,1,54,55,1.1463661194,1.1463661194,0,25.7932472229,26.9396095276,0
0,1,54,56,1.1463661194,1.1463661194,0,25.7932472229,28.085975647,0
0,1,53,56,1.1463661194,1.1463661194,0,24.6468811035,28.085975647,0
0,0,54,55,1.1463661194,1.1463661194,0,25.7932472229,26.9396095276,0
0,1,53,56,1.1463661194,1.1463661194,0,24.6468811035,28.085975647,0
0,1,53,55,1.1463661194,1.1463661194,0,24.6468811035,26.9396095276,0
0,1,53,54,1.1463661194,1.1463661194,0,24.6468811035,25.7932434082,0
0,1,54,54,1.146364212,1.1463661194,0,25.7932462692,25.7932434082,0
0,1,55,54,1.1463642121,1.1463661194,0,26.9396104812,25.7932434082,0
0,1,55,55,1.146364212,1.1463661194,0,26.9396123886,26.9396095276,0
0,1,55,56,1.146364212,1.1463661194,0,26.9396123886,28.085975647,0
0,1,54,56,1.1463661194,1.1463661194,0,25.7932472229,28.085975647,0
0,0,55,55,1.146364212,1.1463661194,0,26.9396123886,26.9396095276,0
0,1,54,56,1.1463661194,1.1463661194,0,25.7932472229,28.085975647,0
0,1,54,55,1.1463661194,1.1463661194,0,25.7932472229,26.9396095276,0
0,1,54,54,1.146364212,1.1463661194,0,25.7932462692,25.7932434082,0
0,1,55,54,1.1463642121,1.1463661194,0,26.9396104812,25.7932434082,0
0,1,56,54,1.1463661194,1.1463661194,0,28.085975647,25.7932434082,0
0,1,56,55,1.1463642121,1.1463661194,0,28.0859766007,26.9396095276,0
0,1,56,56,1.1463642121,1.1463661194,0,28.0859766007,28.085975647,0
0,1,55,56,1.146364212,1.1463661194,0,26.9396123886,28.085975647,0
0,0,56,55,1.1463642121,1.1463661194,0,28.0859766007,26.9396095276,0
0,1,55,56,1.146364212,1.1463661194,0,26.9396123886,28.085975647,0
0,1,55,55,1.146364212,1.1463661194,0,26.9396123886,26.9396095276,0
0,1,55,54,1.1463642121,1.1463661194,0,26.9396104812,25.7932434082,0
0,1,56,54,1.1463661194,1.1463661194,0,28.085975647,25.7932434082,0
0,1,57,54,1.1463661193,1.1463661194,0,29.2323417664,25.7932434082,0
0,1,57,55,1.1463661193,1.1463661194,0,29.2323417664,26.9396095276,0
0,1,57,56,1.1463661193,1.1463661194,0,29.2323417664,28.085975647,0
0,1,56,56,1.1463642121,1.1463661194,0,28.0859766007,28.085975647,0
0,0,57,55,1.1463661193,1.1463661194,0,29.2323417664,26.9396095276,0
0,1,56,56,1.1463642121,1.1463661194,0,28.0859766007,28.085975647,0
0,1,56,55,1.1463642121,1.1463661194,0,28.0859766007,26.9396095276,0
0,1,56,54,1.1463661194,1.1463661194,0,28.085975647,25.7932434082,0
0,1,57,54,1.1463661193,1.1463661194,0,29.2323417664,25.7932434082,0
0,1,58,54,1.1463661194,1.1463661194,0,30.3787078857,25.7932434082,0
0,1,58,55,1.1463661194,1.1463661194,0,30.3787078857,26.9396095276,0
0,1,58,56,1.1463661194,1.1463661194,0,30.3787078857,28.085975647,0
0,1,57,56,1.1463661193,1.1463661194,0,29.2323417664,28.085975647,0
0,0,58,55,1.1463661194,1.1463661194,0,30.3787078857,26.9396095276,0
0,1,57,56,1.1463661193,1.1463661194,0,29.2323417664,28.085975647,0
0,1,57,55,1.1463661193,1.1463661194,0,29.2323417664,26.9396095276,0
0,1,57,54,1.1463661193,1.1463661194,0,29.2323417664,25.7932434082,0
0,1,58,54,1.1463661194,1.1463661194,0,30.3787078857,25.7932434082,0
0,1,59,54,1.1463680268,1.1463661194,0,31.5250749588,25.7932434082,0
0,1,59,55,1.1463680268,1.1463661194,0,31.5250749588,26.9396095276,0
0,1,59,56,1.1463680268,1.1463661194,0,31.5250749588,28.085975647,0
0,1,58,56,1.1463661194,1.1463661194,0,30.3787078857,28.085975647,0
0,0,59,55,1.1463680268,1.1463661194,0,31.5250749588,26.9396095276,0
0,1,58,56,1.1463661194,1.1463661194,0,30.3787078857,28.085975647,0
0,1,58,55,1.1463661194,1.1463661194,0,30.3787078857,26.9396095276,0
0,1,58,54,1.1463661194,1.1463661194,0,30.3787078857,25.7932434082,0
0,1,59,54,1.1463680268,1.1463661194,0,31.5250749588,25.7932434082,0
0,1,60,54,1.1463661194,1.1463661194,0,32.6714420319,25.7932434082,0
0,1,60,55,1.1463661194,1.1463661194,0,32.6714420319,26.9396095276,0
0,1,60,56,1.1463661194,1.1463661194,0,32.6714420319,28.085975647,0
0,1,59,56,1.1463680268,1.1463661194,0,31.5250749588,28.085975647,0
0,0,60,55,1.1463661194,1.1463661194,0,32.6714420319,26.9396095276,0
0,1,59,56,1.1463680268,1.1463661194,0,31.5250749588,28.085975647,0
0,1,59,55,1.1463680268,1.1463661194,0,31.5250749588,26.9396095276,0
0,1,59,54,1.1463680268,1.1463661194,0,31.5250749588,25.7932434082,0
0,1,60,54,1.1463661194,1.1463661194,0,32.6714420319,25.7932434082,0
0,1,61,54,1.1463661193,1.1463661194,0,33.8178081512,25.7932434082,0
0,1,61,55,1.1463661193,1.1463661194,0,33.8178081512,26.9396095276,0
0,1,61,56,1.1463661193,1.1463661194,0,33.8178081512,28.085975647,0
0,1,60,56,1.1463661194,1.1463661194,0,32.6714420319,28.085975647,0
0,0,61,55,1.1463661193,1.1463661194,0,33.8178081512,26.9396095276,0
0,1,60,56,1.1463661194,1.1463661194,0,32.6714420319,28.085975647,0
0,1,60,55,1.1463661194,1.1463661194,0,32.6714420319,26.9396095276,0
0,1,60,54,1.1463661194,1.1463661194,0,32.6714420319,25.7932434082,0
0,1,61,54,1.1463661193,1.1463661194,0,33.8178081512,25.7932434082,0
0,1,62,54,1.1463661194,1.1463661194,0,34.9641742706,25.7932434082,0
0,1,62,55,1.1463661194,1.1463661194,0,34.9641742706,26.9396095276,0
0,1,62,56,1.1463661194,1.1463661194,0,34.9641742706,28.085975647,0
0,1,61,56,1.1463661193,1.1463661194,0,33.8178081512,28.085975647,0
0,0,62,55,1.1463661194,1.1463661194,0,34.9641742706,26.9396095276,0
0,1,61,56,1.1463661193,1.1463661194,0,33.8178081512,28.085975647,0
0,1,61,55,1.1463661193,1.1463661194,0,33.8178081512,26.9396095276,0
0,1,61,54,1.1463661193,1.1463661194,0,33.8178081512,25.7932434082,0
0,1,62,54,1.1463661194,1.1463661194,0,34.9641742706,25.7932434082,0
0,1,63,54,1.1463661194,1.1463661193,0,36.11054039,25.7932415009,0
0,1,63,55,1.1463661194,1.1463661194,0,36.11054039,26.9396076202,0
0,1,63,56,1.1463661194,1.1463661194,0,36.11054039,28.0859737396,0
0,1,62,56,1.1463661194,1.1463661194,0,34.9641742706,28.085975647,0
0,0,63,55,1.1463661194,1.1463661194,0,36.11054039,26.9396076202,0
0,1,62,56,1.1463661194,1.1463661194,0,34.9641742706,28.085975647,0
0,1,62,55,1.1463661194,1.1463661194,0,34.9641742706,26.9396095276,0
0,1,62,54,1.1463661194,1.1463661194,0,34.9641742706,25.7932434082,0
0,1,63,54,1.1463661194,1.1463661193,0,36.11054039,25.7932415009,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,63,56,1.1463661194,1.1463661194,0,36.11054039,28.0859737396,0
0,0,0,56,1.1463661194,1.1463661194,0,-36.1105289459,28.0859889984,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,55,1.1463623047,1.1463661194,0,-36.1105308532,26.939622879,0
0,1,1,55,1.1463661194,1.1463661194,0,-34.9641666412,26.939622879,0
0,1,1,56,1.1463623047,1.1463661194,0,-34.9641647338,28.0859889984,0
0,1,1,57,1.1463623047,1.1463661194,0,-34.9641609192,29.2323551178,0
0,1,0,57,1.1463699341,1.1463661194,0,-36.1105270386,29.2323551178,0
0,0,1,56,1.1463623047,1.1463661194,0,-34.9641647338,28.0859889984,0
0,1,0,57,1.1463699341,1.1463661194,0,-36.1105270386,29.2323551178,0
0,1,0,56,1.1463661194,1.1463661194,0,-36.1105289459,28.0859889984,0
0,1,0,55,1.1463623047,1.1463661194,0,-36.1105308532,26.939622879,0
0,1,1,55,1.1463661194,1.1463661194,0,-34.9641666412,26.939622879,0
0,1,2,55,1.1463661193,1.1463661194,0,-33.8178005218,26.939622879,0
0,1,2,56,1.1463661193,1.1463661194,0,-33.8178005218,28.0859889984,0
0,1,2,57,1.1463623046,1.1463661194,0,-33.8177986145,29.2323551178,0
0,1,1,57,1.1463623047,1.1463661194,0,-34.9641609192,29.2323551178,0
0,0,2,56,1.1463661193,1.1463661194,0,-33.8178005218,28.0859889984,0
0,1,1,57,1.1463623047,1.1463661194,0,-34.9641609192,29.2323551178,0
0,1,1,56,1.1463623047,1.1463661194,0,-34.9641647338,28.0859889984,0
0,1,1,55,1.1463661194,1.1463661194,0,-34.9641666412,26.939622879,0
0,1,2,55,1.1463661193,1.1463661194,0,-33.8178005218,26.939622879,0
0,1,3,55,1.1463699341,1.1463661194,0,-32.6714324952,26.939622879,0
0,1,3,56,1.1463699341,1.1463661194,0,-32.6714324952,28.0859889984,0
0,1,3,57,1.1463699341,1.1463661194,0,-32.6714324952,29.2323551178,0
0,1,2,57,1.1463623046,1.1463661194,0,-33.8177986145,29.2323551178,0
0,0,3,56,1.1463699341,1.1463661194,0,-32.6714324952,28.0859889984,0
0,1,2,57,1.1463623046,1.1463661194,0,-33.8177986145,29.2323551178,0
0,1,2,56,1.1463661193,1.1463661194,0,-33.8178005218,28.0859889984,0
0,1,2,55,1.1463661193,1.1463661194,0,-33.8178005218,26.939622879,0
0,1,3,55,1.1463699341,1.1463661194,0,-32.6714324952,26.939622879,0
0,1,4,55,1.1463642121,1.1463661194,0,-31.5250654221,26.939622879,0
0,1,4,56,1.1463642121,1.1463661194,0,-31.5250654221,28.0859889984,0
0,1,4,57,1.1463642121,1.1463661194,0,-31.5250654221,29.2323551178,0
0,1,3,57,1.1463699341,1.1463661194,0,-32.6714324952,29.2323551178,0
0,0,4,56,1.1463642121,1.1463661194,0,-31.5250654221,28.0859889984,0
0,1,3,57,1.1463699341,1.1463661194,0,-32.6714324952,29.2323551178,0
0,1,3,56,1.1463699341,1.1463661194,0,-32.6714324952,28.0859889984,0
0,1,3,55,1.1463699341,1.1463661194,0,-32.6714324952,26.939622879,0
0,1,4,55,1.1463642121,1.1463661194,0,-31.5250654221,26.939622879,0
0,1,5,55,1.1463661193,1.1463661194,0,-30.3787002564,26.939622879,0
0,1,5,56,1.1463661193,1.1463661194,0,-30.3787002564,28.0859889984,0
0,1,5,57,1.1463661193,1.146364212,0,-30.3787002564,29.2323541641,0
0,1,4,57,1.1463642121,1.1463661194,0,-31.5250654221,29.2323551178,0
0,0,5,56,1.1463661193,1.1463661194,0,-30.3787002564,28.0859889984,0
0,1,4,57,1.1463642121,1.1463661194,0,-31.5250654221,29.2323551178,0
0,1,4,56,1.1463642121,1.1463661194,0,-31.5250654221,28.0859889984,0
0,1,4,55,1.1463642121,1.1463661194,0,-31.5250654221,26.939622879,0
0,1,5,55,1.1463661193,1.1463661194,0,-30.3787002564,26.939622879,0
0,1,6,55,1.1463661194,1.1463680267,0,-29.232334137,26.9396219253,0
0,1,6,56,1.1463661194,1.1463642121,0,-29.232334137,28.0859880448,0
0,1,6,57,1.1463661194,1.146364212,0,-29.232334137,29.2323522568,0
0,1,5,57,1.1463661193,1.146364212,0,-30.3787002564,29.2323541641,0
0,0,6,56,1.1463661194,1.1463642121,0,-29.232334137,28.0859880448,0
0,1,5,57,1.1463661193,1.146364212,0,-30.3787002564,29.2323541641,0
0,1,5,56,1.1463661193,1.1463661194,0,-30.3787002564,28.0859889984,0
0,1,5,55,1.1463661193,1.1463661194,0,-30.3787002564,26.939622879,0
0,1,6,55,1.1463661194,1.1463680267,0,-29.232334137,26.9396219253,0
0,1,7,55,1.1463680268,1.1463699341,0,-28.0859670639,26.9396190643,0
0,1,7,56,1.1463680268,1.146364212,0,-28.0859670639,28.0859861374,0
0,1,7,57,1.1463680268,1.1463661194,0,-28.0859670639,29.2323513031,0
0,1,6,57,1.1463661194,1.146364212,0,-29.232334137,29.2323522568,0
0,0,7,56,1.1463680268,1.146364212,0,-28.0859670639,28.0859861374,0
0,1,6,57,1.1463661194,1.146364212,0,-29.232334137,29.2323522568,0
0,1,6,56,1.1463661194,1.1463642121,0,-29.232334137,28.0859880448,0
0,1,6,55,1.1463661194,1.1463680267,0,-29.232334137,26.9396219253,0
0,1,7,55,1.1463680268,1.1463699341,0,-28.0859670639,26.9396190643,0
0,1,8,55,1.1463661193,1.1463680267,0,-26.9395999908,26.9396181107,0
0,1,8,56,1.1463661193,1.1463661194,0,-26.9395999908,28.0859851837,0
0,1,8,57,1.1463661193,1.1463661194,0,-26.9395999908,29.2323513031,0
0,1,7,57,1.1463680268,1.1463661194,0,-28.0859670639,29.2323513031,0
0,0,8,56,1.1463661193,1.1463661194,0,-26.9395999908,28.0859851837,0
0,1,7,57,1.1463680268,1.1463661194,0,-28.0859670639,29.2323513031,0
0,1,7,56,1.1463680268,1.146364212,0,-28.0859670639,28.0859861374,0
0,1,7,55,1.1463680268,1.1463699341,0,-28.0859670639,26.9396190643,0
0,1,8,55,1.1463661193,1.1463680267,0,-26.9395999908,26.9396181107,0
0,1,9,55,1.1463661194,1.1463680267,0,-25.7932338715,26.9396181107,0
0,1,9,56,1.1463661194,1.1463661194,0,-25.7932338715,28.0859851837,0
0,1,9,57,1.1463661194,1.1463661194,0,-25.7932338715,29.2323513031,0
0,1,8,57,1.1463661193,1.1463661194,0,-26.9395999908,29.2323513031,0
0,0,9,56,1.1463661194,1.1463661194,0,-25.7932338715,28.0859851837,0
0,1,8,57,1.1463661193,1.1463661194,0,-26.9395999908,29.2323513031,0
0,1,8,56,1.1463661193,1.1463661194,0,-26.9395999908,28.0859851837,0
0,1,8,55,1.1463661193,1.1463680267,0,-26.9395999908,26.9396181107,0
0,1,9,55,1.1463661194,1.1463680267,0,-25.7932338715,26.9396181107,0
0,1,10,55,1.1463661194,1.1463680267,0,-24.6468677521,26.9396181107,0
0,1,10,56,1.1463661194,1.1463661194,0,-24.6468677521,28.0859851837,0
0,1,10,57,1.1463661194,1.1463661194,0,-24.6468677521,29.2323513031,0
0,1,9,57,1.1463661194,1.1463661194,0,-25.7932338715,29.2323513031,0
0,0,10,56,1.1463661194,1.1463661194,0,-24.6468677521,28.0859851837,0
0,1,9,57,1.1463661194,1.1463661194,0,-25.7932338715,29.2323513031,0
0,1,9,56,1.1463661194,1.1463661194,0,-25.7932338715,28.0859851837,0
0,1,9,55,1.1463661194,1.1463680267,0,-25.7932338715,26.9396181107,0
0,1,10,55,1.1463661194,1.1463680267,0,-24.6468677521,26.9396181107,0
0,1,11,55,1.1463661194,1.1463680267,0,-23.5005016327,26.9396181107,0
0,1,11,56,1.1463661194,1.1463661194,0,-23.5005016327,28.0859851837,0
0,1,11,57,1.1463661194,1.1463661194,0,-23.5005016327,29.2323513031,0
0,1,10,57,1.1463661194,1.1463661194,0,-24.6468677521,29.2323513031,0
0,0,11,56,1.1463661194,1.1463661194,0,-23.5005016327,28.0859851837,0
0,1,10,57,1.1463661194,1.1463661194,0,-24.6468677521,29.2323513031,0
0,1,10,56,1.1463661194,1.1463661194,0,-24.6468677521,28.0859851837,0
0,1,10,55,1.1463661194,1.1463680267,0,-24.6468677521,26.9396181107,0
0,1,11,55,1.1463661194,1.1463680267,0,-23.5005016327,26.9396181107,0
0,1,12,55,1.1463661194,1.1463680267,0,-22.3541355133,26.9396181107,0
0,1,12,56,1.1463661194,1.1463661194,0,-22.3541355133,28.0859851837,0
0,1,12,57,1.1463661194,1.1463661194,0,-22.3541355133,29.2323513031,0
0,1,11,57,1.1463661194,1.1463661194,0,-23.5005016327,29.2323513031,0
0,0,12,56,1.1463661194,1.1463661194,0,-22.3541355133,28.0859851837,0
0,1,11,57,1.1463661194,1.1463661194,0,-23.5005016327,29.2323513031,0
0,1,11,56,1.1463661194,1.1463661194,0,-23.5005016327,28.0859851837,0
0,1,11,55,1.1463661194,1.1463680267,0,-23.5005016327,26.9396181107,0
0,1,12,55,1.1463661194,1.1463680267,0,-22.3541355133,26.9396181107,0
0,1,13,55,1.1463661194,1.1463680267,0,-21.2077693939,26.9396181107,0
0,1,13,56,1.1463661194,1.1463661194,0,-21.2077693939,28.0859851837,0
0,1,13,57,1.1463661194,1.1463661194,0,-21.2077693939,29.2323513031,0
0,1,12,57,1.1463661194,1.1463661194,0,-22.3541355133,29.2323513031,0
0,0,13,56,1.1463661194,1.1463661194,0,-21.2077693939,28.0859851837,0
0,1,12,57,1.1463661194,1.1463661194,0,-22.3541355133,29.2323513031,0
0,1,12,56,1.1463661194,1.1463661194,0,-22.3541355133,28.0859851837,0
0,1,12,55,1.1463661194,1.1463680267,0,-22.3541355133,26.9396181107,0
0,1,13,55,1.1463661194,1.1463680267,0,-21.2077693939,26.9396181107,0
0,1,14,55,1.1463661194,1.1463680267,0,-20.0614032745,26.9396181107,0
0,1,14,56,1.1463661194,1.1463661194,0,-20.0614032745,28.0859851837,0
0,1,14,57,1.1463661194,1.1463661194,0,-20.0614032745,29.2323513031,0
0,1,13,57,1.1463661194,1.1463661194,0,-21.2077693939,29.2323513031,0
0,0,14,56,1.1463661194,1.1463661194,0,-20.0614032745,28.0859851837,0
0,1,13,57,1.1463661194,1.1463661194,0,-21.2077693939,29.2323513031,0
0,1,13,56,1.1463661194,1.1463661194,0,-21.2077693939,28.0859851837,0
0,1,13,55,1.1463661194,1.1463680267,0,-21.2077693939,26.9396181107,0
0,1,14,55,1.1463661194,1.1463680267,0,-20.0614032745,26.9396181107,0
0,1,15,55,1.1463680267,1.1463680267,0,-18.9150362015,26.9396181107,0
0,1,15,56,1.1463680267,1.1463661194,0,-18.9150362015,28.0859851837,0
0,1,15,57,1.1463680267,1.1463661194,0,-18.9150362015,29.2323513031,0
0,1,14,57,1.1463661194,1.1463661194,0,-20.0614032745,29.2323513031,0
0,0,15,56,1.1463680267,1.1463661194,0,-18.9150362015,28.0859851837,0
0,1,14,57,1.1463661194,1.1463661194,0,-20.0614032745,29.2323513031,0
0,1,14,56,1.1463661194,1.1463661194,0,-20.0614032745,28.0859851837,0
0,1,14,55,1.1463661194,1.1463680267,0,-20.0614032745,26.9396181107,0
0,1,15,55,1.1463680267,1.1463680267,0,-18.9150362015,26.9396181107,0
0,1,16,55,1.1463661194,1.1463680267,0,-17.7686691284,26.9396181107,0
0,1,16,56,1.1463661194,1.1463661194,0,-17.7686691284,28.0859851837,0
0,1,16,57,1.1463661194,1.1463661194,0,-17.7686691284,29.2323513031,0
0,1,15,57,1.1463680267,1.1463661194,0,-18.9150362015,29.2323513031,0
0,0,16,56,1.1463661194,1.1463661194,0,-17.7686691284,28.0859851837,0
0,1,15,57,1.1463680267,1.1463661194,0,-18.9150362015,29.2323513031,0
0,1,15,56,1.1463680267,1.1463661194,0,-18.9150362015,28.0859851837,0
0,1,15,55,1.1463680267,1.1463680267,0,-18.9150362015,26.9396181107,0
0,1,16,55,1.1463661194,1.1463680267,0,-17.7686691284,26.9396181107,0
0,1,17,55,1.1463661194,1.1463680267,0,-16.622303009,26.9396181107,0
0,1,17,56,1.1463661194,1.1463661194,0,-16.622303009,28.0859851837,0
0,1,17,57,1.1463661194,1.1463661194,0,-16.622303009,29.2323513031,0
0,1,16,57,1.1463661194,1.1463661194,0,-17.7686691284,29.2323513031,0
0,0,17,56,1.1463661194,1.1463661194,0,-16.622303009,28.0859851837,0
0,1,16,57,1.1463661194,1.1463661194,0,-17.7686691284,29.2323513031,0
0,1,16,56,1.1463661194,1.1463661194,0,-17.7686691284,28.0859851837,0
0,1,16,55,1.1463661194,1.1463680267,0,-17.7686691284,26.9396181107,0
0,1,17,55,1.1463661194,1.1463680267,0,-16.622303009,26.9396181107,0
0,1,18,55,1.1463661193,1.1463680267,0,-15.4759368896,26.9396181107,0
0,1,18,56,1.1463661193,1.1463661194,0,-15.4759368896,28.0859851837,0
0,1,18,57,1.1463661193,1.1463661194,0,-15.4759368896,29.2323513031,0
0,1,17,57,1.1463661194,1.1463661194,0,-16.622303009,29.2323513031,0
0,0,18,56,1.1463661193,1.1463661194,0,-15.4759368896,28.0859851837,0
0,1,17,57,1.1463661194,1.1463661194,0,-16.622303009,29.2323513031,0
0,1,17,56,1.1463661194,1.1463661194,0,-16.622303009,28.0859851837,0
0,1,17,55,1.1463661194,1.1463680267,0,-16.622303009,26.9396181107,0
0,1,18,55,1.1463661193,1.1463680267,0,-15.4759368896,26.9396181107,0
0,1,19,55,1.1463651658,1.1463680267,0,-14.3295712471,26.9396181107,0
0,1,19,56,1.1463661194,1.1463661194,0,-14.3295707703,28.0859851837,0
0,1,19,57,1.1463661194,1.1463661194,0,-14.3295707703,29.2323513031,0
0,1,18,57,1.1463661193,1.1463661194,0,-15.4759368896,29.2323513031,0
0,0,19,56,1.1463661194,1.1463661194,0,-14.3295707703,28.0859851837,0
0,1,18,57,1.1463661193,1.1463661194,0,-15.4759368896,29.2323513031,0
0,1,18,56,1.1463661193,1.1463661194,0,-15.4759368896,28.0859851837,0
0,1,18,55,1.1463661193,1.1463680267,0,-15.4759368896,26.9396181107,0
0,1,19,55,1.1463651658,1.1463680267,0,-14.3295712471,26.9396181107,0
0,1,20,55,1.1463661193,1.1463680267,0,-13.1832056046,26.9396181107,0
0,1,20,56,1.1463661194,1.1463661194,0,-13.1832046509,28.0859851837,0
0,1,20,57,1.1463661194,1.1463661194,0,-13.1832046509,29.2323513031,0
0,1,19,57,1.1463661194,1.1463661194,0,-14.3295707703,29.2323513031,0
0,0,20,56,1.1463661194,1.1463661194,0,-13.1832046509,28.0859851837,0
0,1,19,57,1.1463661194,1.1463661194,0,-14.3295707703,29.2323513031,0
0,1,19,56,1.1463661194,1.1463661194,0,-14.3295707703,28.0859851837,0
0,1,19,55,1.1463651658,1.1463680267,0,-14.3295712471,26.9396181107,0
0,1,20,55,1.1463661193,1.1463680267,0,-13.1832056046,26.9396181107,0
0,1,21,55,1.1463670731,1.1463680267,0,-12.0368390084,26.9396181107,0
0,1,21,56,1.1463670731,1.1463661194,0,-12.0368380547,28.0859851837,0
0,1,21,57,1.1463670731,1.1463661194,0,-12.0368380547,29.2323513031,0
0,1,20,57,1.1463661194,1.1463661194,0,-13.1832046509,29.2323513031,0
0,0,21,56,1.1463670731,1.1463661194,0,-12.0368380547,28.0859851837,0
0,1,20,57,1.1463661194,1.1463661194,0,-13.1832046509,29.2323513031,0
0,1,20,56,1.1463661194,1.1463661194,0,-13.1832046509,28.0859851837,0
0,1,20,55,1.1463661193,1.1463680267,0,-13.1832056046,26.9396181107,0
0,1,21,55,1.1463670731,1.1463680267,0,-12.0368390084,26.9396181107,0
0,1,22,55,1.1463661194,1.1463680267,0,-10.8904724121,26.9396181107,0
0,1,22,56,1.1463661194,1.1463661194,0,-10.8904714584,28.0859851837,0
